chr	start	end	CpG	C15_S1_dedup5-N	C15_S1_dedup5-X	C19_S2_dedup5-N	C19_S2_dedup5-X	C33_S3_dedup5-N	C33_S3_dedup5-X	C36_S4_dedup5-N	C36_S4_dedup5-X	C55_S5_dedup5-N	C55_S5_dedup5-X	C59_S6_dedup5-N	C59_S6_dedup5-X
chr7	56860163	56860256	4	NA	NA	26	24	20	18	NA	NA	NA	NA	NA	NA
chr7	56864995	56865120	6	NA	NA	NA	NA	NA	NA	21	17	22	19	23	17
chr7	57041501	57041574	7	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA
chr7	57178781	57178898	7	NA	NA	NA	NA	NA	NA	32	0	NA	NA	NA	NA
chr7	57220440	57220696	6	31	26	NA	NA	26	23	33	30	39	31	31	28
chr7	57986379	57986483	3	NA	NA	NA	NA	NA	NA	NA	NA	24	14	NA	NA
chr7	58713316	58713404	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	21
chr7	59117562	59117694	15	NA	NA	NA	NA	NA	NA	23	9	NA	NA	31	7
chr7	61384935	61385036	5	NA	NA	21	16	NA	NA	20	14	NA	NA	NA	NA
chr7	62966101	62966264	6	NA	NA	45	29	27	17	33	24	42	23	27	23
chr7	63098300	63098361	5	NA	NA	NA	NA	20	0	NA	NA	NA	NA	NA	NA
chr7	63547362	63547397	4	NA	NA	NA	NA	NA	NA	NA	NA	22	10	NA	NA
chr7	65810280	65810489	6	NA	NA	NA	NA	20	19	25	22	20	16	NA	NA
chr7	66200246	66200468	8	NA	NA	30	28	26	25	NA	NA	31	31	NA	NA
chr7	67003450	67003577	4	NA	NA	25	15	26	13	29	11	22	11	24	10
chr7	67048545	67048728	4	27	22	33	25	23	13	47	23	41	27	38	20
chr7	68862945	68863070	3	NA	NA	22	13	NA	NA	25	18	25	21	NA	NA
chr7	69545136	69545204	4	NA	NA	NA	NA	NA	NA	26	4	NA	NA	NA	NA
chr7	69565248	69565631	9	NA	NA	32	21	24	15	26	14	27	21	21	18
chr7	69979301	69979336	4	NA	NA	NA	NA	NA	NA	NA	NA	21	17	NA	NA
chr7	70969064	70969154	6	NA	NA	NA	NA	NA	NA	NA	NA	20	16	NA	NA
chr7	71518582	71518754	10	NA	NA	NA	NA	37	0	NA	NA	NA	NA	NA	NA
chr7	72300803	72300847	11	NA	NA	NA	NA	33	0	NA	NA	NA	NA	NA	NA
chr7	72787305	72787380	3	NA	NA	NA	NA	22	9	21	9	NA	NA	NA	NA
chr7	72839334	72839521	5	NA	NA	NA	NA	NA	NA	21	14	NA	NA	NA	NA
chr7	73026309	73026484	6	NA	NA	NA	NA	NA	NA	22	4	24	3	24	4
chr7	73058489	73058656	4	23	3	26	14	20	10	29	17	30	14	NA	NA
chr7	73149223	73149396	6	30	7	30	9	39	9	51	7	52	4	33	2
chr7	73335450	73335730	11	NA	NA	35	32	20	16	43	31	40	32	37	30
chr7	73533230	73533297	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	4
chr7	73533549	73533717	9	NA	NA	NA	NA	NA	NA	21	0	31	2	26	0
chr7	73594751	73594842	6	NA	NA	NA	NA	NA	NA	NA	NA	30	0	NA	NA
chr7	74158707	74158763	4	NA	NA	NA	NA	NA	NA	NA	NA	20	14	NA	NA
chr7	74336958	74336986	3	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA
chr7	74516976	74517215	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	5
chr7	74818048	74818070	4	NA	NA	22	20	21	18	40	31	21	17	26	22
chr7	75095247	75095329	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	2
chr7	75155992	75156026	3	NA	NA	NA	NA	NA	NA	27	13	23	19	NA	NA
chr7	75427498	75427880	12	23	19	22	19	27	17	39	33	68	53	25	22
chr7	75521333	75521493	6	NA	NA	NA	NA	26	21	NA	NA	NA	NA	39	35
chr7	77481686	77481720	3	NA	NA	NA	NA	NA	NA	21	20	NA	NA	NA	NA
chr7	77510094	77510111	3	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr7	77514952	77515014	6	NA	NA	NA	NA	23	6	NA	NA	NA	NA	NA	NA
chr7	77962575	77962710	5	NA	NA	NA	NA	NA	NA	21	20	24	21	NA	NA
chr7	78057707	78057754	4	NA	NA	NA	NA	NA	NA	NA	NA	20	7	NA	NA
chr7	79437722	79437836	3	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr7	80517384	80517424	7	NA	NA	26	0	NA	NA	NA	NA	NA	NA	28	0
chr7	80523716	80523758	4	22	22	NA	NA	NA	NA	26	23	23	19	NA	NA
chr7	80682070	80682438	9	NA	NA	NA	NA	NA	NA	39	14	NA	NA	NA	NA
chr7	80683012	80683249	8	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA
chr7	80702107	80702443	13	69	0	36	0	20	0	57	0	48	0	65	0
chr7	80702712	80702746	7	NA	NA	NA	NA	NA	NA	NA	NA	21	12	NA	NA
chr7	80716084	80716112	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	13
chr7	80799406	80799502	4	NA	NA	NA	NA	NA	NA	26	11	22	6	NA	NA
chr7	80885998	80886196	5	NA	NA	20	0	NA	NA	NA	NA	20	0	NA	NA
chr7	81157924	81157983	13	NA	NA	NA	NA	NA	NA	NA	NA	40	6	NA	NA
chr7	81158891	81158980	9	NA	NA	NA	NA	NA	NA	24	4	22	1	NA	NA
chr7	82951287	82951497	7	NA	NA	42	27	41	29	75	45	58	35	38	26
chr7	83389895	83389954	6	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr7	83530767	83530851	4	NA	NA	NA	NA	27	22	29	27	31	28	25	24
chr7	85911194	85911358	7	NA	NA	NA	NA	NA	NA	21	2	NA	NA	NA	NA
chr7	85991561	85991652	6	NA	NA	NA	NA	31	0	23	0	22	3	NA	NA
chr7	86035570	86035618	4	NA	NA	NA	NA	NA	NA	NA	NA	20	2	NA	NA
chr7	86198276	86198444	14	NA	NA	NA	NA	NA	NA	NA	NA	60	0	NA	NA
chr7	86420196	86420403	10	21	5	NA	NA	NA	NA	NA	NA	21	5	32	6
chr7	86609458	86609513	4	NA	NA	NA	NA	NA	NA	NA	NA	20	14	NA	NA
chr7	86659883	86659971	7	NA	NA	30	23	NA	NA	NA	NA	NA	NA	NA	NA
chr7	86688021	86688132	8	NA	NA	NA	NA	NA	NA	27	5	NA	NA	NA	NA
chr7	86723589	86723789	6	NA	NA	NA	NA	NA	NA	24	3	NA	NA	NA	NA
chr7	86938052	86938122	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	8
chr7	87343516	87343559	10	NA	NA	NA	NA	20	9	20	2	NA	NA	30	10
chr7	87439954	87440032	7	NA	NA	NA	NA	NA	NA	51	0	22	0	22	0
chr7	88049919	88049999	8	NA	NA	23	9	NA	NA	NA	NA	NA	NA	NA	NA
chr7	88306478	88306635	12	28	24	NA	NA	NA	NA	49	45	28	23	NA	NA
chr7	88359087	88359128	8	NA	NA	NA	NA	24	5	NA	NA	NA	NA	NA	NA
chr7	88884375	88884649	9	NA	NA	31	1	NA	NA	31	1	NA	NA	23	0
chr7	88972565	88972753	5	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr7	89004251	89004305	11	NA	NA	NA	NA	NA	NA	NA	NA	33	15	NA	NA
chr7	89136590	89136674	8	NA	NA	NA	NA	NA	NA	22	6	NA	NA	NA	NA
chr7	89797077	89797179	7	NA	NA	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr7	89919785	89919902	8	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr7	89920038	89920283	15	22	20	47	40	31	27	45	37	48	39	39	31
chr7	89920290	89920539	16	NA	NA	118	100	NA	NA	92	81	70	60	70	66
chr7	90292801	90292923	3	NA	NA	NA	NA	NA	NA	20	14	NA	NA	NA	NA
chr7	90780611	90780667	8	NA	NA	26	16	NA	NA	NA	NA	NA	NA	NA	NA
chr7	90923733	90923813	4	26	13	21	13	43	16	43	16	27	16	30	18
chr7	91032614	91032665	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr7	91046912	91047169	11	NA	NA	31	30	NA	NA	30	27	32	31	25	22
chr7	91301917	91301969	4	NA	NA	NA	NA	24	19	24	22	NA	NA	NA	NA
chr7	91837697	91837845	7	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA
chr7	93143194	93143356	5	NA	NA	NA	NA	NA	NA	NA	NA	24	23	NA	NA
chr7	94026653	94026929	8	NA	NA	20	18	21	15	NA	NA	39	36	NA	NA
chr7	95630834	95630912	5	NA	NA	NA	NA	20	12	30	25	NA	NA	NA	NA
chr7	97188198	97188307	6	NA	NA	26	1	33	3	21	0	43	0	29	3
chr7	97210425	97210476	4	27	4	25	7	NA	NA	26	11	NA	NA	NA	NA
chr7	97211577	97211715	7	NA	NA	NA	NA	NA	NA	30	29	NA	NA	NA	NA
chr7	97256399	97256597	9	NA	NA	29	28	21	21	38	38	NA	NA	NA	NA
chr7	97277483	97277555	3	NA	NA	NA	NA	NA	NA	20	15	NA	NA	NA	NA
chr7	97279823	97279923	4	40	0	23	0	47	1	47	0	55	0	22	0
chr7	97280170	97280312	5	NA	NA	NA	NA	NA	NA	22	0	20	0	NA	NA
chr7	97401485	97401543	3	NA	NA	NA	NA	NA	NA	22	18	NA	NA	NA	NA
chr7	97590899	97591080	7	NA	NA	NA	NA	24	0	20	1	28	0	29	0
chr7	97592679	97592702	4	22	0	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr7	97625442	97625533	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr7	98375079	98375183	4	NA	NA	NA	NA	24	1	NA	NA	NA	NA	NA	NA
chr7	98410994	98411079	4	NA	NA	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr7	98428747	98428830	5	NA	NA	21	19	NA	NA	NA	NA	NA	NA	NA	NA
chr7	99890794	99891186	15	51	0	34	0	51	0	88	1	78	1	33	1
chr7	100228685	100228710	6	NA	NA	NA	NA	23	7	NA	NA	NA	NA	NA	NA
chr7	104504754	104504866	4	NA	NA	NA	NA	NA	NA	24	17	NA	NA	NA	NA
chr7	104729731	104729986	8	NA	NA	NA	NA	NA	NA	23	2	NA	NA	NA	NA
chr7	104845371	104845422	8	23	4	20	8	NA	NA	NA	NA	NA	NA	NA	NA
chr7	104886371	104886425	7	21	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	104936804	104936856	6	NA	NA	NA	NA	NA	NA	NA	NA	26	3	NA	NA
chr7	105343816	105343950	5	NA	NA	NA	NA	23	3	NA	NA	NA	NA	NA	NA
chr7	105575843	105576013	3	NA	NA	NA	NA	NA	NA	21	13	NA	NA	NA	NA
chr7	105804686	105804723	8	NA	NA	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr7	105850715	105850934	8	NA	NA	46	1	34	3	48	1	20	0	24	2
chr7	106299917	106300124	7	NA	NA	NA	NA	NA	NA	24	0	21	1	NA	NA
chr7	106416668	106416725	9	24	6	NA	NA	NA	NA	27	19	NA	NA	NA	NA
chr7	106774859	106774912	11	NA	NA	NA	NA	NA	NA	NA	NA	39	18	NA	NA
chr7	106820007	106820094	3	NA	NA	NA	NA	20	15	NA	NA	NA	NA	NA	NA
chr7	106966314	106966616	9	47	38	59	45	48	41	62	48	55	49	42	28
chr7	107128340	107128388	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	14
chr7	107269983	107270024	6	NA	NA	NA	NA	NA	NA	24	12	NA	NA	NA	NA
chr7	107520431	107520559	12	51	4	26	3	21	10	NA	NA	NA	NA	NA	NA
chr7	107686285	107686366	3	NA	NA	23	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	107755942	107756080	12	26	0	NA	NA	NA	NA	NA	NA	22	0	29	2
chr7	107881885	107881987	5	25	2	NA	NA	20	2	58	4	33	3	NA	NA
chr7	107909584	107909603	4	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr7	108985410	108985457	11	NA	NA	NA	NA	22	0	NA	NA	NA	NA	33	0
chr7	109212575	109212909	9	NA	NA	NA	NA	NA	NA	27	5	27	14	NA	NA
chr7	109214256	109214316	7	NA	NA	21	11	NA	NA	NA	NA	NA	NA	NA	NA
chr7	109590302	109590367	11	NA	NA	NA	NA	NA	NA	40	0	NA	NA	NA	NA
chr7	109590597	109590651	10	NA	NA	NA	NA	NA	NA	33	7	NA	NA	NA	NA
chr7	111091637	111091775	3	26	13	31	16	25	17	27	20	40	26	33	18
chr7	111368171	111368337	5	NA	NA	NA	NA	NA	NA	NA	NA	20	17	NA	NA
chr7	111392705	111392748	4	NA	NA	NA	NA	NA	NA	20	3	20	0	NA	NA
chr7	111650356	111650438	5	NA	NA	NA	NA	NA	NA	25	2	NA	NA	NA	NA
chr7	112887921	112888080	4	NA	NA	NA	NA	NA	NA	NA	NA	21	17	NA	NA
chr7	112936414	112936832	14	56	7	47	8	67	9	80	9	72	11	60	12
chr7	113760041	113760249	6	24	22	NA	NA	NA	NA	23	18	NA	NA	NA	NA
chr7	114354369	114354474	6	22	17	NA	NA	20	12	21	15	26	19	22	12
chr7	116227017	116227326	6	NA	NA	NA	NA	NA	NA	25	11	NA	NA	NA	NA
chr7	116318215	116318263	8	NA	NA	NA	NA	NA	NA	24	1	NA	NA	NA	NA
chr7	116399299	116399366	8	NA	NA	NA	NA	NA	NA	NA	NA	29	1	NA	NA
chr7	117205903	117206124	6	21	0	22	0	33	0	42	0	NA	NA	21	0
chr7	117266920	117267113	9	24	0	21	0	28	0	62	1	47	0	33	0
chr7	117307454	117307834	15	48	0	62	4	78	3	78	1	83	5	60	2
chr7	118223726	118223835	7	NA	NA	NA	NA	26	12	48	16	29	15	42	32
chr7	119167972	119168243	7	NA	NA	20	0	NA	NA	24	1	NA	NA	NA	NA
chr7	119254595	119254728	6	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr7	119821955	119822053	7	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr7	119955872	119955984	5	NA	NA	NA	NA	NA	NA	NA	NA	26	11	NA	NA
chr7	119968431	119968527	4	NA	NA	NA	NA	28	6	NA	NA	NA	NA	NA	NA
chr7	119985622	119985846	10	NA	NA	NA	NA	31	9	38	24	NA	NA	25	3
chr7	120605028	120605083	4	NA	NA	NA	NA	NA	NA	23	21	NA	NA	NA	NA
chr7	121352364	121352623	11	NA	NA	NA	NA	NA	NA	NA	NA	41	41	NA	NA
chr7	121435970	121436156	5	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA
chr7	121706779	121707011	7	21	4	NA	NA	27	5	NA	NA	NA	NA	NA	NA
chr7	121718703	121718929	7	22	21	NA	NA	50	44	43	40	61	58	33	30
chr7	123236596	123236665	7	NA	NA	NA	NA	NA	NA	28	5	NA	NA	NA	NA
chr7	123404263	123404297	3	NA	NA	NA	NA	NA	NA	20	17	NA	NA	NA	NA
chr7	123477582	123477614	7	NA	NA	NA	NA	NA	NA	28	0	NA	NA	NA	NA
chr7	123779132	123779162	6	32	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	125258398	125258638	6	NA	NA	NA	NA	NA	NA	25	6	NA	NA	NA	NA
chr7	125273084	125273181	7	20	13	NA	NA	NA	NA	21	16	NA	NA	NA	NA
chr7	125677154	125677196	3	NA	NA	NA	NA	24	0	27	1	25	0	NA	NA
chr7	125855639	125855803	7	25	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	125890492	125890677	6	22	19	NA	NA	30	28	26	25	29	28	NA	NA
chr7	126864490	126864555	5	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr7	126937642	126937698	10	NA	NA	40	23	NA	NA	NA	NA	NA	NA	NA	NA
chr7	127121318	127121388	3	NA	NA	NA	NA	21	19	NA	NA	NA	NA	NA	NA
chr7	127347310	127347338	3	NA	NA	NA	NA	NA	NA	NA	NA	21	2	NA	NA
chr7	127711139	127711372	7	NA	NA	21	3	23	5	39	4	48	4	25	2
chr7	127741430	127741679	20	31	2	25	4	65	6	42	11	50	11	95	10
chr7	127974688	127974878	16	NA	NA	33	8	NA	NA	37	12	54	6	25	5
chr7	127979899	127980008	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	1
chr7	127986276	127986328	7	NA	NA	NA	NA	NA	NA	21	4	NA	NA	NA	NA
chr7	127986824	127986922	9	NA	NA	NA	NA	NA	NA	NA	NA	30	13	NA	NA
chr7	127987101	127987150	6	NA	NA	22	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	128504872	128504954	4	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr7	128505081	128505211	6	NA	NA	22	20	NA	NA	25	21	44	43	23	22
chr7	129008661	129008701	9	NA	NA	24	0	35	0	NA	NA	NA	NA	NA	NA
chr7	129125121	129125187	10	NA	NA	NA	NA	NA	NA	40	5	NA	NA	NA	NA
chr7	129433326	129433393	7	NA	NA	NA	NA	22	1	NA	NA	NA	NA	25	4
chr7	130269019	130269115	4	NA	NA	NA	NA	NA	NA	NA	NA	29	15	NA	NA
chr7	130336738	130336867	5	28	22	35	30	26	25	44	31	43	27	22	19
chr7	130348874	130348938	8	NA	NA	29	6	NA	NA	NA	NA	NA	NA	NA	NA
chr7	130521110	130521195	3	NA	NA	NA	NA	NA	NA	21	15	26	23	NA	NA
chr7	130703156	130703316	4	NA	NA	NA	NA	NA	NA	NA	NA	30	3	NA	NA
chr7	132363231	132363422	6	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA
chr7	132695775	132695838	10	NA	NA	NA	NA	31	7	NA	NA	NA	NA	NA	NA
chr7	132850733	132850904	11	NA	NA	NA	NA	NA	NA	NA	NA	31	6	NA	NA
chr7	132851164	132851312	10	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr7	133319568	133319887	12	35	33	43	43	36	30	68	64	43	42	39	35
chr7	133625794	133625878	3	NA	NA	NA	NA	20	0	23	0	21	0	NA	NA
chr7	133709457	133709536	10	31	3	NA	NA	NA	NA	NA	NA	26	0	NA	NA
chr7	133836109	133836139	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	19
chr7	134005614	134005723	9	NA	NA	NA	NA	20	1	NA	NA	NA	NA	NA	NA
chr7	134028455	134028546	8	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr7	134107423	134107528	5	NA	NA	NA	NA	32	8	NA	NA	35	9	NA	NA
chr7	134119811	134119894	7	NA	NA	29	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	134377338	134377548	8	NA	NA	27	0	NA	NA	NA	NA	NA	NA	25	1
chr7	134397542	134397603	11	NA	NA	NA	NA	33	24	NA	NA	NA	NA	NA	NA
chr7	134490024	134490104	5	NA	NA	NA	NA	NA	NA	37	0	NA	NA	NA	NA
chr7	134536852	134536961	11	NA	NA	NA	NA	28	6	NA	NA	25	7	36	8
chr7	134549743	134549964	12	NA	NA	NA	NA	NA	NA	NA	NA	44	7	NA	NA
chr7	134732462	134732678	11	NA	NA	40	6	20	7	NA	NA	NA	NA	NA	NA
chr7	134889347	134889445	9	NA	NA	NA	NA	NA	NA	NA	NA	33	2	NA	NA
chr7	134922481	134922535	3	NA	NA	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr7	135400630	135400665	3	NA	NA	NA	NA	NA	NA	29	4	26	5	NA	NA
chr7	135562364	135562725	12	55	7	59	5	69	8	94	11	77	9	67	5
chr7	135587860	135587905	5	NA	NA	26	23	NA	NA	30	28	NA	NA	NA	NA
chr7	135831484	135831526	9	NA	NA	36	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	135833736	135833934	7	32	3	25	2	43	1	46	1	66	1	47	0
chr7	137661881	137661994	7	NA	NA	NA	NA	20	3	NA	NA	NA	NA	NA	NA
chr7	137662121	137662266	5	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	137664620	137664712	5	NA	NA	NA	NA	NA	NA	26	26	20	19	NA	NA
chr7	137677085	137677154	5	NA	NA	NA	NA	NA	NA	NA	NA	20	4	NA	NA
chr7	137978036	137978100	4	NA	NA	NA	NA	NA	NA	20	16	24	11	NA	NA
chr7	138010222	138010520	11	45	1	72	2	37	2	91	0	75	0	25	0
chr7	138555737	138555844	4	NA	NA	22	19	22	20	20	13	21	18	NA	NA
chr7	138686848	138686900	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr7	139170322	139170426	8	20	16	20	16	21	14	30	18	NA	NA	26	21
chr7	140051407	140051435	5	NA	NA	NA	NA	NA	NA	29	0	NA	NA	NA	NA
chr7	140123908	140124125	6	NA	NA	NA	NA	25	0	24	0	33	0	NA	NA
chr7	140829218	140829282	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0
chr7	140968441	140968507	9	NA	NA	NA	NA	NA	NA	NA	NA	24	6	25	1
chr7	141416903	141416952	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr7	142129211	142129270	8	NA	NA	NA	NA	NA	NA	NA	NA	24	9	NA	NA
chr7	142907893	142907952	7	NA	NA	NA	NA	NA	NA	23	11	NA	NA	NA	NA
chr7	144394979	144395076	4	NA	NA	NA	NA	NA	NA	NA	NA	20	20	23	22
chr7	144501861	144501975	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	0
chr7	144504588	144504927	17	NA	NA	60	15	37	8	40	1	26	2	26	1
chr7	144506459	144506614	9	NA	NA	NA	NA	NA	NA	21	5	NA	NA	NA	NA
chr7	144601949	144602157	10	32	0	34	0	43	1	52	2	44	4	33	1
chr7	144629294	144629364	11	NA	NA	39	1	NA	NA	NA	NA	NA	NA	NA	NA
chr7	144670096	144670335	16	NA	NA	NA	NA	NA	NA	32	11	24	7	NA	NA
chr7	145589585	145589761	10	NA	NA	NA	NA	NA	NA	29	5	NA	NA	NA	NA
chr7	145621859	145622076	7	NA	NA	NA	NA	37	28	NA	NA	NA	NA	NA	NA
chr7	145729813	145730008	9	35	4	NA	NA	25	0	NA	NA	NA	NA	20	0
chr7	146021568	146021629	7	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr7	146021840	146021911	10	NA	NA	NA	NA	NA	NA	NA	NA	36	36	NA	NA
chr7	146040031	146040179	4	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr7	146041222	146041261	3	NA	NA	NA	NA	NA	NA	21	20	NA	NA	NA	NA
chr7	146099190	146099393	4	NA	NA	NA	NA	NA	NA	21	15	NA	NA	NA	NA
chr7	146960568	146960724	9	NA	NA	NA	NA	20	20	42	39	NA	NA	23	22
chr7	147019932	147019980	6	NA	NA	NA	NA	23	9	NA	NA	NA	NA	NA	NA
chr7	147160353	147160418	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr7	147243972	147244015	7	NA	NA	NA	NA	21	5	NA	NA	NA	NA	NA	NA
chr7	147486593	147486674	3	NA	NA	NA	NA	NA	NA	NA	NA	21	12	NA	NA
chr7	147808640	147808761	4	NA	NA	28	26	NA	NA	21	19	38	34	26	23
chr7	147865873	147866056	5	NA	NA	21	19	23	14	24	22	21	19	NA	NA
chr7	148169257	148169276	3	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr7	148256839	148256916	6	NA	NA	NA	NA	23	7	NA	NA	NA	NA	NA	NA
chr7	148308149	148308296	7	NA	NA	34	2	34	3	32	3	38	1	29	0
chr7	148358468	148358514	7	NA	NA	23	15	NA	NA	NA	NA	NA	NA	NA	NA
chr7	148414070	148414218	7	NA	NA	20	8	NA	NA	NA	NA	23	5	22	7
chr7	148477833	148477872	7	NA	NA	21	3	NA	NA	NA	NA	NA	NA	NA	NA
chr7	148479945	148480124	18	47	3	NA	NA	24	5	29	8	30	5	23	12
chr7	148513277	148513380	17	NA	NA	NA	NA	NA	NA	53	8	NA	NA	NA	NA
chr7	148725244	148725581	10	NA	NA	NA	NA	NA	NA	NA	NA	27	1	NA	NA
chr7	149280770	149280880	10	NA	NA	NA	NA	NA	NA	22	5	NA	NA	NA	NA
chr7	149363250	149363344	6	NA	NA	NA	NA	NA	NA	29	26	37	26	NA	NA
chr7	149470589	149470805	12	24	0	NA	NA	50	2	50	0	25	1	29	0
chr7	149849876	149849920	6	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA
chr7	150001574	150001652	3	NA	NA	NA	NA	NA	NA	22	18	NA	NA	NA	NA
chr7	150481558	150481615	9	NA	NA	NA	NA	NA	NA	27	25	NA	NA	NA	NA
chr7	150687569	150687641	7	NA	NA	NA	NA	NA	NA	20	14	NA	NA	NA	NA
chr7	150835714	150835990	7	22	4	22	7	NA	NA	28	9	NA	NA	33	5
chr7	150871545	150871687	10	NA	NA	NA	NA	NA	NA	NA	NA	21	2	NA	NA
chr7	152100800	152100990	12	NA	NA	NA	NA	31	12	35	0	NA	NA	NA	NA
chr8	3280316	3280500	6	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	3393484	3393715	9	NA	NA	26	4	NA	NA	NA	NA	NA	NA	NA	NA
chr8	4258554	4258603	10	NA	NA	NA	NA	NA	NA	30	6	NA	NA	NA	NA
chr8	4678325	4678409	8	NA	NA	NA	NA	NA	NA	24	2	NA	NA	NA	NA
chr8	4728400	4728600	6	NA	NA	NA	NA	22	21	NA	NA	28	27	24	24
chr8	8137914	8138107	4	NA	NA	NA	NA	NA	NA	24	18	NA	NA	NA	NA
chr8	8655871	8656141	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	15
chr8	8660423	8660452	7	NA	NA	NA	NA	NA	NA	NA	NA	28	14	NA	NA
chr8	10153120	10153279	6	21	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	10716998	10717102	7	NA	NA	NA	NA	22	20	29	25	NA	NA	NA	NA
chr8	10936653	10936711	6	NA	NA	NA	NA	25	8	NA	NA	NA	NA	22	6
chr8	10990756	10990923	7	NA	NA	NA	NA	NA	NA	NA	NA	26	1	NA	NA
chr8	11007609	11007668	9	NA	NA	NA	NA	NA	NA	36	1	NA	NA	NA	NA
chr8	11009015	11009079	10	NA	NA	NA	NA	NA	NA	52	42	NA	NA	NA	NA
chr8	11009985	11010054	7	NA	NA	32	3	NA	NA	NA	NA	NA	NA	NA	NA
chr8	11066125	11066233	6	NA	NA	25	19	NA	NA	29	18	NA	NA	20	12
chr8	11308904	11309106	9	NA	NA	24	16	NA	NA	NA	NA	NA	NA	NA	NA
chr8	11355095	11355165	3	NA	NA	NA	NA	NA	NA	30	13	NA	NA	24	11
chr8	11423363	11423427	3	NA	NA	NA	NA	NA	NA	26	12	NA	NA	NA	NA
chr8	11634501	11634683	10	NA	NA	NA	NA	NA	NA	NA	NA	38	1	NA	NA
chr8	12192431	12192519	3	NA	NA	NA	NA	NA	NA	NA	NA	22	19	NA	NA
chr8	12392044	12392119	3	NA	NA	NA	NA	23	0	29	4	NA	NA	NA	NA
chr8	12671425	12671525	5	NA	NA	24	2	20	0	26	1	34	1	NA	NA
chr8	12916780	12917019	7	NA	NA	NA	NA	NA	NA	29	25	NA	NA	24	18
chr8	13104704	13104861	16	NA	NA	NA	NA	23	0	26	16	21	3	35	2
chr8	13287011	13287165	8	20	1	23	1	NA	NA	27	2	NA	NA	NA	NA
chr8	13287674	13287720	8	NA	NA	24	6	NA	NA	NA	NA	NA	NA	NA	NA
chr8	13292808	13292842	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21
